PRISM Time Series Data
Locations: 31
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 4km
Period: 1981-01 - 1995-12
Dataset: AN81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2018-Nov-13
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (m),Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
CAS-BOT-BC38,-119.9689,35.5112,737.0,1985-11,29.95,4.4,9.8,15.1
CAS-BOT-BC38,-119.9689,35.5112,737.0,1985-12,18.01,1.9,7.4,13.0
CAS-BOT-BC38,-119.9689,35.5112,737.0,1986-01,19.65,5.7,11.4,17.2
CAS-BOT-BC38,-119.9689,35.5112,737.0,1986-02,42.65,5.8,10.5,15.3
CAS-BOT-BC38,-119.9689,35.5112,737.0,1986-03,69.49,7.3,13.3,19.3
CAS-BOT-BC38,-119.9689,35.5112,737.0,1986-04,10.35,6.4,13.7,21.0
CAS-BOT-BC38,-119.9689,35.5112,737.0,1986-05,0.00,9.1,17.8,26.5
CAS-BOT-BC38,-119.9689,35.5112,737.0,1986-06,0.00,13.1,22.5,31.9
CAS-BOT-BC38,-119.9689,35.5112,737.0,1986-07,0.44,15.4,24.1,32.8
CAS-BOT-BC38,-119.9689,35.5112,737.0,1986-08,0.00,17.0,25.9,34.8
CAS-BOT-BC38,-119.9689,35.5112,737.0,1986-09,23.85,11.3,18.8,26.4
CAS-BOT-BC38,-119.9689,35.5112,737.0,1986-10,0.00,8.9,16.8,24.6
CAS-BOT-BC38,-119.9689,35.5112,737.0,1986-11,11.24,4.2,11.8,19.4
CAS-BOT-BC38,-119.9689,35.5112,737.0,1986-12,19.89,2.2,8.2,14.1
CAS-BOT-BC38,-119.9689,35.5112,737.0,1987-01,36.19,1.1,6.7,12.3
CAS-BOT-BC38,-119.9689,35.5112,737.0,1987-02,23.84,3.1,8.8,14.4
CAS-BOT-BC38,-119.9689,35.5112,737.0,1987-03,53.86,5.1,10.7,16.3
CAS-BOT-BC38,-119.9689,35.5112,737.0,1987-04,4.51,7.1,16.2,25.3
CAS-BOT-BC38,-119.9689,35.5112,737.0,1987-05,2.54,11.1,19.0,26.8
CAS-BOT-BC38,-119.9689,35.5112,737.0,1987-06,5.71,13.3,22.2,31.1
CAS-BOT-BC38,-119.9689,35.5112,737.0,1987-07,0.00,14.1,22.3,30.6
CAS-BOT-BC38,-119.9689,35.5112,737.0,1987-08,0.00,15.0,23.8,32.7
CAS-BOT-BC38,-119.9689,35.5112,737.0,1987-09,0.00,13.5,22.0,30.6
CAS-BOT-BC38,-119.9689,35.5112,737.0,1987-10,31.15,13.0,19.8,26.6
CAS-BOT-BC38,-119.9689,35.5112,737.0,1987-11,43.08,5.7,10.7,15.7
CAS-BOT-BC38,-119.9689,35.5112,737.0,1987-12,51.96,2.1,7.1,12.1
CAS-BOT-BC38,-119.9689,35.5112,737.0,1988-01,30.18,2.5,8.0,13.6
CAS-BOT-BC38,-119.9689,35.5112,737.0,1988-02,16.93,2.0,9.9,17.7
CAS-BOT-BC38,-119.9689,35.5112,737.0,1988-03,19.03,4.7,12.2,19.8
CAS-BOT-BC38,-119.9689,35.5112,737.0,1988-04,43.19,7.2,14.2,21.1
CAS-BOT-BC38,-119.9689,35.5112,737.0,1988-05,2.31,9.1,17.0,24.9
CAS-BOT-BC38,-119.9689,35.5112,737.0,1988-06,1.93,13.1,21.0,28.8
CAS-BOT-BC38,-119.9689,35.5112,737.0,1988-07,0.00,18.2,26.9,35.6
CAS-BOT-BC38,-119.9689,35.5112,737.0,1988-08,0.00,17.3,24.9,32.6
CAS-BOT-BC38,-119.9689,35.5112,737.0,1988-09,0.00,14.7,22.6,30.5
CAS-BOT-BC38,-119.9689,35.5112,737.0,1988-10,0.00,11.0,18.9,26.8
CAS-BOT-BC38,-119.9689,35.5112,737.0,1988-11,10.15,5.2,11.0,16.9
CAS-BOT-BC38,-119.9689,35.5112,737.0,1988-12,64.56,2.1,7.4,12.6
CAS-BOT-BC38,-119.9689,35.5112,737.0,1989-01,7.34,0.7,6.6,12.5
CAS-BOT-BC38,-119.9689,35.5112,737.0,1989-02,23.96,3.0,7.9,12.7
CAS-BOT-BC38,-119.9689,35.5112,737.0,1989-03,10.46,6.1,12.3,18.5
CAS-BOT-BC38,-119.9689,35.5112,737.0,1989-04,0.91,7.8,16.1,24.5
CAS-BOT-BC38,-119.9689,35.5112,737.0,1989-05,7.25,10.0,17.5,25.1
CAS-BOT-BC38,-119.9689,35.5112,737.0,1989-06,0.00,13.5,21.8,30.1
CAS-BOT-BC38,-119.9689,35.5112,737.0,1989-07,0.00,17.0,25.7,34.3
CAS-BOT-BC38,-119.9689,35.5112,737.0,1989-08,0.00,15.9,23.8,31.7
CAS-BOT-BC38,-119.9689,35.5112,737.0,1989-09,33.80,13.2,21.2,29.2
CAS-BOT-BC38,-119.9689,35.5112,737.0,1989-10,10.46,10.0,16.9,23.7
CAS-BOT-BC38,-119.9689,35.5112,737.0,1989-11,1.73,6.3,12.9,19.4
CAS-BOT-BC38,-119.9689,35.5112,737.0,1989-12,0.07,-0.7,7.0,14.6
CAS-BOT-BC38,-119.9689,35.5112,737.0,1990-01,31.91,2.3,8.1,13.8
CAS-BOT-BC38,-119.9689,35.5112,737.0,1990-02,20.09,1.6,7.3,13.0
CAS-BOT-BC38,-119.9689,35.5112,737.0,1990-03,4.22,6.4,12.3,18.2
CAS-BOT-BC38,-119.9689,35.5112,737.0,1990-04,5.01,8.5,15.9,23.3
CAS-BOT-BC38,-119.9689,35.5112,737.0,1990-05,13.90,9.3,16.9,24.6
CAS-BOT-BC38,-119.9689,35.5112,737.0,1990-06,0.00,13.4,21.6,29.7
CAS-BOT-BC38,-119.9689,35.5112,737.0,1990-07,0.00,18.8,26.7,34.6
CAS-BOT-BC38,-119.9689,35.5112,737.0,1990-08,0.00,17.6,24.9,32.2
CAS-BOT-BC38,-119.9689,35.5112,737.0,1990-09,29.57,14.5,21.9,29.4
CAS-BOT-BC38,-119.9689,35.5112,737.0,1990-10,0.00,11.0,18.9,26.8
CAS-BOT-BC38,-119.9689,35.5112,737.0,1990-11,6.55,5.0,11.5,18.0
CAS-BOT-BC38,-119.9689,35.5112,737.0,1990-12,7.26,-2.1,5.1,12.4
CAS-BOT-BC38,-119.9689,35.5112,737.0,1991-01,21.08,3.0,8.6,14.1
CAS-BOT-BC38,-119.9689,35.5112,737.0,1991-02,15.11,5.6,12.2,18.7
CAS-BOT-BC38,-119.9689,35.5112,737.0,1991-03,207.86,4.3,8.7,13.1
CAS-BOT-BC38,-119.9689,35.5112,737.0,1991-04,1.68,5.7,12.5,19.3
CAS-BOT-BC38,-119.9689,35.5112,737.0,1991-05,0.00,8.7,16.2,23.7
CAS-BOT-BC38,-119.9689,35.5112,737.0,1991-06,4.35,12.6,20.8,29.0
CAS-BOT-BC38,-119.9689,35.5112,737.0,1991-07,0.00,18.5,26.4,34.3
CAS-BOT-BC38,-119.9689,35.5112,737.0,1991-08,1.39,16.3,23.9,31.5
CAS-BOT-BC38,-119.9689,35.5112,737.0,1991-09,0.00,17.4,24.8,32.2
CAS-BOT-BC38,-119.9689,35.5112,737.0,1991-10,9.16,12.8,20.3,27.8
CAS-BOT-BC38,-119.9689,35.5112,737.0,1991-11,1.06,5.1,12.3,19.5
CAS-BOT-BC38,-119.9689,35.5112,737.0,1991-12,55.35,2.8,8.5,14.1
CAS-BOT-BC38,-119.9689,35.5112,737.0,1992-01,41.38,2.3,6.8,11.2
CAS-BOT-BC38,-119.9689,35.5112,737.0,1992-02,84.45,6.9,11.2,15.5
CAS-BOT-BC38,-119.9689,35.5112,737.0,1992-03,52.29,7.0,11.8,16.5
CAS-BOT-BC38,-119.9689,35.5112,737.0,1992-04,0.76,8.5,16.0,23.5
CAS-BOT-BC38,-119.9689,35.5112,737.0,1992-05,0.00,12.5,20.7,28.8
CAS-BOT-BC38,-119.9689,35.5112,737.0,1992-06,0.00,14.2,22.0,29.8
CAS-BOT-BC38,-119.9689,35.5112,737.0,1992-07,13.12,16.9,24.3,31.7
CAS-BOT-BC38,-119.9689,35.5112,737.0,1992-08,0.00,19.1,26.9,34.7
CAS-BOT-BC38,-119.9689,35.5112,737.0,1992-09,0.00,14.2,22.7,31.1
CAS-BOT-BC38,-119.9689,35.5112,737.0,1992-10,17.52,12.8,19.2,25.7
CAS-BOT-BC38,-119.9689,35.5112,737.0,1992-11,0.00,5.8,12.0,18.1
CAS-BOT-BC38,-119.9689,35.5112,737.0,1992-12,55.68,2.3,7.3,12.2
CAS-BOT-BC38,-119.9689,35.5112,737.0,1993-01,101.50,3.3,7.8,12.3
CAS-BOT-BC38,-119.9689,35.5112,737.0,1993-02,98.30,5.1,9.0,12.9
CAS-BOT-BC38,-119.9689,35.5112,737.0,1993-03,72.82,7.7,13.1,18.4
CAS-BOT-BC38,-119.9689,35.5112,737.0,1993-04,0.00,6.0,13.2,20.3
CAS-BOT-BC38,-119.9689,35.5112,737.0,1993-05,1.88,10.2,17.9,25.6
CAS-BOT-BC38,-119.9689,35.5112,737.0,1993-06,5.43,13.1,21.3,29.5
CAS-BOT-BC38,-119.9689,35.5112,737.0,1993-07,0.00,15.8,24.0,32.3
CAS-BOT-BC38,-119.9689,35.5112,737.0,1993-08,0.00,16.2,24.2,32.2
CAS-BOT-BC38,-119.9689,35.5112,737.0,1993-09,0.00,14.1,22.1,30.2
CAS-BOT-BC38,-119.9689,35.5112,737.0,1993-10,7.72,11.9,18.5,25.1
CAS-BOT-BC38,-119.9689,35.5112,737.0,1993-11,12.69,6.1,12.0,18.0
CAS-BOT-BC38,-119.9689,35.5112,737.0,1993-12,23.96,2.6,8.1,13.5
CAS-BOT-BC38,-119.9689,35.5112,737.0,1994-01,32.56,1.8,8.6,15.4
CAS-BOT-BC38,-119.9689,35.5112,737.0,1994-02,49.69,3.7,8.6,13.6
CAS-BOT-BC38,-119.9689,35.5112,737.0,1994-03,30.67,6.6,12.7,18.8
CAS-BOT-BC38,-119.9689,35.5112,737.0,1994-04,10.44,7.8,14.7,21.7
CAS-BOT-BC38,-119.9689,35.5112,737.0,1994-05,20.15,9.7,17.0,24.3
CAS-BOT-BC38,-119.9689,35.5112,737.0,1994-06,0.00,14.4,22.8,31.2
CAS-BOT-BC38,-119.9689,35.5112,737.0,1994-07,0.00,18.4,26.6,34.8
CAS-BOT-BC38,-119.9689,35.5112,737.0,1994-08,0.00,18.5,26.3,34.0
CAS-BOT-BC38,-119.9689,35.5112,737.0,1994-09,38.21,14.6,22.2,29.9
CAS-BOT-BC38,-119.9689,35.5112,737.0,1994-10,16.40,9.9,16.6,23.2
CAS-BOT-BC38,-119.9689,35.5112,737.0,1994-11,35.18,2.9,8.2,13.5
CAS-BOT-BC38,-119.9689,35.5112,737.0,1994-12,23.98,2.8,7.5,12.2
CAS-BOT-BC38,-119.9689,35.5112,737.0,1995-01,146.50,6.3,10.4,14.4
CAS-BOT-BC38,-119.9689,35.5112,737.0,1995-02,28.06,6.6,11.0,15.3
CAS-BOT-BC38,-119.9689,35.5112,737.0,1995-03,164.22,7.0,11.5,16.1
CAS-BOT-BC38,-119.9689,35.5112,737.0,1995-04,9.88,5.9,12.9,19.8
CAS-BOT-BC38,-119.9689,35.5112,737.0,1995-05,14.65,9.9,16.5,23.0
CAS-BOT-BC38,-119.9689,35.5112,737.0,1995-06,11.43,12.6,20.6,28.7
CAS-BOT-BC38,-119.9689,35.5112,737.0,1995-07,0.00,16.9,24.8,32.8
CAS-BOT-BC38,-119.9689,35.5112,737.0,1995-08,0.00,17.6,25.7,33.8
CAS-BOT-BC38,-119.9689,35.5112,737.0,1995-09,0.00,15.0,23.1,31.3
CAS-BOT-BC38,-119.9689,35.5112,737.0,1995-10,0.00,10.1,18.4,26.7
CAS-BOT-BC38,-119.9689,35.5112,737.0,1995-11,3.51,8.5,15.0,21.6
CAS-BOT-BC38,-119.9689,35.5112,737.0,1995-12,31.96,5.5,10.6,15.6

CAS-BOT-BC38,-119.1093,34.9634,899.0,1981-01,33.59,2.8,9.3,15.7
CAS-BOT-BC38,-119.1093,34.9634,899.0,1981-02,26.71,3.8,9.7,15.5
CAS-BOT-BC38,-119.1093,34.9634,899.0,1981-03,102.18,3.7,9.5,15.2
CAS-BOT-BC38,-119.1093,34.9634,899.0,1981-04,11.56,6.4,13.6,20.7
CAS-BOT-BC38,-119.1093,34.9634,899.0,1981-05,19.83,9.6,17.6,25.5
CAS-BOT-BC38,-119.1093,34.9634,899.0,1981-06,0.00,15.2,24.3,33.3
CAS-BOT-BC38,-119.1093,34.9634,899.0,1981-07,0.00,16.3,25.4,34.5
CAS-BOT-BC38,-119.1093,34.9634,899.0,1981-08,0.00,16.8,25.7,34.5
CAS-BOT-BC38,-119.1093,34.9634,899.0,1981-09,0.12,14.5,22.6,30.8
CAS-BOT-BC38,-119.1093,34.9634,899.0,1981-10,34.29,6.5,13.8,21.0
CAS-BOT-BC38,-119.1093,34.9634,899.0,1981-11,32.73,5.2,11.4,17.5
CAS-BOT-BC38,-119.1093,34.9634,899.0,1981-12,8.36,2.4,8.5,14.7
CAS-BOT-BC38,-119.1093,34.9634,899.0,1982-01,43.41,0.5,5.5,10.5
CAS-BOT-BC38,-119.1093,34.9634,899.0,1982-02,18.00,3.2,8.5,13.8
CAS-BOT-BC38,-119.1093,34.9634,899.0,1982-03,90.34,2.4,8.4,14.3
CAS-BOT-BC38,-119.1093,34.9634,899.0,1982-04,47.90,4.4,11.1,17.7
CAS-BOT-BC38,-119.1093,34.9634,899.0,1982-05,0.00,9.2,17.5,25.8
CAS-BOT-BC38,-119.1093,34.9634,899.0,1982-06,0.90,10.7,19.1,27.5
CAS-BOT-BC38,-119.1093,34.9634,899.0,1982-07,0.00,14.9,23.3,31.8
CAS-BOT-BC38,-119.1093,34.9634,899.0,1982-08,7.70,14.5,23.1,31.8
CAS-BOT-BC38,-119.1093,34.9634,899.0,1982-09,23.78,12.2,19.4,26.5
CAS-BOT-BC38,-119.1093,34.9634,899.0,1982-10,13.20,7.9,15.4,23.0
CAS-BOT-BC38,-119.1093,34.9634,899.0,1982-11,45.39,3.5,9.4,15.2
CAS-BOT-BC38,-119.1093,34.9634,899.0,1982-12,40.14,1.4,6.5,11.6
CAS-BOT-BC38,-119.1093,34.9634,899.0,1983-01,88.26,1.1,7.4,13.7
CAS-BOT-BC38,-119.1093,34.9634,899.0,1983-02,60.90,3.1,8.1,13.1
CAS-BOT-BC38,-119.1093,34.9634,899.0,1983-03,166.98,4.6,9.5,14.5
CAS-BOT-BC38,-119.1093,34.9634,899.0,1983-04,38.45,3.0,9.8,16.6
CAS-BOT-BC38,-119.1093,34.9634,899.0,1983-05,13.21,7.9,16.3,24.6
CAS-BOT-BC38,-119.1093,34.9634,899.0,1983-06,0.00,12.4,20.6,28.8
CAS-BOT-BC38,-119.1093,34.9634,899.0,1983-07,0.00,11.8,21.2,30.6
CAS-BOT-BC38,-119.1093,34.9634,899.0,1983-08,32.27,15.8,23.5,31.3
CAS-BOT-BC38,-119.1093,34.9634,899.0,1983-09,11.19,14.3,22.1,29.8
CAS-BOT-BC38,-119.1093,34.9634,899.0,1983-10,95.19,9.2,16.3,23.5
CAS-BOT-BC38,-119.1093,34.9634,899.0,1983-11,35.26,3.8,9.1,14.5
CAS-BOT-BC38,-119.1093,34.9634,899.0,1983-12,51.64,2.4,7.2,12.1
CAS-BOT-BC38,-119.1093,34.9634,899.0,1984-01,4.72,3.3,8.6,13.9
CAS-BOT-BC38,-119.1093,34.9634,899.0,1984-02,8.96,2.8,8.2,13.6
CAS-BOT-BC38,-119.1093,34.9634,899.0,1984-03,9.63,5.5,11.2,16.9
CAS-BOT-BC38,-119.1093,34.9634,899.0,1984-04,12.30,4.8,11.8,18.7
CAS-BOT-BC38,-119.1093,34.9634,899.0,1984-05,0.00,10.7,19.1,27.4
CAS-BOT-BC38,-119.1093,34.9634,899.0,1984-06,1.50,11.0,20.0,29.1
CAS-BOT-BC38,-119.1093,34.9634,899.0,1984-07,4.36,16.4,25.4,34.5
CAS-BOT-BC38,-119.1093,34.9634,899.0,1984-08,0.70,16.2,25.2,34.1
CAS-BOT-BC38,-119.1093,34.9634,899.0,1984-09,4.27,15.1,23.7,32.3
CAS-BOT-BC38,-119.1093,34.9634,899.0,1984-10,2.53,5.6,13.8,22.0
CAS-BOT-BC38,-119.1093,34.9634,899.0,1984-11,39.61,2.5,8.7,15.0
CAS-BOT-BC38,-119.1093,34.9634,899.0,1984-12,65.89,-0.1,5.0,10.1
CAS-BOT-BC38,-119.1093,34.9634,899.0,1985-01,24.35,-0.2,6.1,12.3
CAS-BOT-BC38,-119.1093,34.9634,899.0,1985-02,15.19,2.0,7.7,13.4
CAS-BOT-BC38,-119.1093,34.9634,899.0,1985-03,22.20,2.5,8.9,15.3
CAS-BOT-BC38,-119.1093,34.9634,899.0,1985-04,3.07,5.7,14.9,24.1
CAS-BOT-BC38,-119.1093,34.9634,899.0,1985-05,0.00,7.4,16.3,25.2
CAS-BOT-BC38,-119.1093,34.9634,899.0,1985-06,6.47,14.3,23.3,32.3
CAS-BOT-BC38,-119.1093,34.9634,899.0,1985-07,0.45,16.1,25.3,34.5
CAS-BOT-BC38,-119.1093,34.9634,899.0,1985-08,0.00,14.0,23.4,32.8
CAS-BOT-BC38,-119.1093,34.9634,899.0,1985-09,13.61,9.0,17.1,25.2
CAS-BOT-BC38,-119.1093,34.9634,899.0,1985-10,7.47,8.0,15.3,22.7
CAS-BOT-BC38,-119.1093,34.9634,899.0,1985-11,40.81,2.6,8.1,13.6
CAS-BOT-BC38,-119.1093,34.9634,899.0,1985-12,12.04,1.6,7.5,13.4
CAS-BOT-BC38,-119.1093,34.9634,899.0,1986-01,43.31,5.3,10.6,15.8
CAS-BOT-BC38,-119.1093,34.9634,899.0,1986-02,44.21,3.8,9.3,14.8
CAS-BOT-BC38,-119.1093,34.9634,899.0,1986-03,57.54,6.1,11.6,17.0
CAS-BOT-BC38,-119.1093,34.9634,899.0,1986-04,34.84,5.3,12.7,20.2
CAS-BOT-BC38,-119.1093,34.9634,899.0,1986-05,5.41,9.4,17.4,25.5
CAS-BOT-BC38,-119.1093,34.9634,899.0,1986-06,0.00,13.5,22.7,31.9
CAS-BOT-BC38,-119.1093,34.9634,899.0,1986-07,1.63,13.5,22.7,32.0
CAS-BOT-BC38,-119.1093,34.9634,899.0,1986-08,0.00,16.9,25.5,34.2
CAS-BOT-BC38,-119.1093,34.9634,899.0,1986-09,2.93,8.3,16.8,25.3
CAS-BOT-BC38,-119.1093,34.9634,899.0,1986-10,0.00,8.3,15.8,23.4
CAS-BOT-BC38,-119.1093,34.9634,899.0,1986-11,27.82,4.2,10.7,17.2
CAS-BOT-BC38,-119.1093,34.9634,899.0,1986-12,16.09,1.7,7.3,12.9
CAS-BOT-BC38,-119.1093,34.9634,899.0,1987-01,37.98,-1.0,4.7,10.4
CAS-BOT-BC38,-119.1093,34.9634,899.0,1987-02,22.96,0.8,7.1,13.4
CAS-BOT-BC38,-119.1093,34.9634,899.0,1987-03,43.13,3.3,8.3,13.3
CAS-BOT-BC38,-119.1093,34.9634,899.0,1987-04,7.54,6.6,15.6,24.6
CAS-BOT-BC38,-119.1093,34.9634,899.0,1987-05,40.91,8.6,17.3,25.9
CAS-BOT-BC38,-119.1093,34.9634,899.0,1987-06,4.72,14.3,22.8,31.3
CAS-BOT-BC38,-119.1093,34.9634,899.0,1987-07,0.73,12.6,21.3,30.0
CAS-BOT-BC38,-119.1093,34.9634,899.0,1987-08,0.00,15.4,23.8,32.3
CAS-BOT-BC38,-119.1093,34.9634,899.0,1987-09,2.71,13.5,21.6,29.8
CAS-BOT-BC38,-119.1093,34.9634,899.0,1987-10,28.08,13.0,19.4,25.7
CAS-BOT-BC38,-119.1093,34.9634,899.0,1987-11,64.08,4.0,9.3,14.5
CAS-BOT-BC38,-119.1093,34.9634,899.0,1987-12,55.17,-0.4,4.5,9.4
CAS-BOT-BC38,-119.1093,34.9634,899.0,1988-01,45.95,0.8,6.5,12.2
CAS-BOT-BC38,-119.1093,34.9634,899.0,1988-02,33.82,4.2,9.9,15.7
CAS-BOT-BC38,-119.1093,34.9634,899.0,1988-03,27.02,4.9,10.8,16.6
CAS-BOT-BC38,-119.1093,34.9634,899.0,1988-04,52.70,6.8,13.6,20.5
CAS-BOT-BC38,-119.1093,34.9634,899.0,1988-05,11.62,8.3,16.4,24.6
CAS-BOT-BC38,-119.1093,34.9634,899.0,1988-06,0.00,10.4,19.5,28.5
CAS-BOT-BC38,-119.1093,34.9634,899.0,1988-07,0.93,17.5,26.1,34.7
CAS-BOT-BC38,-119.1093,34.9634,899.0,1988-08,0.00,15.3,23.8,32.3
CAS-BOT-BC38,-119.1093,34.9634,899.0,1988-09,0.01,12.4,21.2,30.1
CAS-BOT-BC38,-119.1093,34.9634,899.0,1988-10,0.27,9.6,18.0,26.3
CAS-BOT-BC38,-119.1093,34.9634,899.0,1988-11,13.32,4.3,10.1,15.8
CAS-BOT-BC38,-119.1093,34.9634,899.0,1988-12,39.81,1.8,7.0,12.1
CAS-BOT-BC38,-119.1093,34.9634,899.0,1989-01,16.89,0.4,5.6,10.8
CAS-BOT-BC38,-119.1093,34.9634,899.0,1989-02,43.19,1.3,6.4,11.5
CAS-BOT-BC38,-119.1093,34.9634,899.0,1989-03,9.69,5.0,11.1,17.2
CAS-BOT-BC38,-119.1093,34.9634,899.0,1989-04,6.27,9.9,16.8,23.8
CAS-BOT-BC38,-119.1093,34.9634,899.0,1989-05,13.79,8.4,16.5,24.8
CAS-BOT-BC38,-119.1093,34.9634,899.0,1989-06,0.00,12.0,21.0,30.0
CAS-BOT-BC38,-119.1093,34.9634,899.0,1989-07,0.00,16.8,25.2,33.6
CAS-BOT-BC38,-119.1093,34.9634,899.0,1989-08,0.00,13.7,22.4,31.0
CAS-BOT-BC38,-119.1093,34.9634,899.0,1989-09,16.10,13.1,21.0,28.8
CAS-BOT-BC38,-119.1093,34.9634,899.0,1989-10,14.20,9.0,16.0,23.0
CAS-BOT-BC38,-119.1093,34.9634,899.0,1989-11,0.33,7.0,13.2,19.4
CAS-BOT-BC38,-119.1093,34.9634,899.0,1989-12,0.00,-0.4,7.4,15.3
CAS-BOT-BC38,-119.1093,34.9634,899.0,1990-01,36.09,2.0,7.4,12.8
CAS-BOT-BC38,-119.1093,34.9634,899.0,1990-02,21.05,0.9,6.7,12.5
CAS-BOT-BC38,-119.1093,34.9634,899.0,1990-03,6.80,5.6,11.5,17.4
CAS-BOT-BC38,-119.1093,34.9634,899.0,1990-04,7.04,7.4,14.7,22.0
CAS-BOT-BC38,-119.1093,34.9634,899.0,1990-05,28.80,6.7,15.5,24.3
CAS-BOT-BC38,-119.1093,34.9634,899.0,1990-06,0.00,12.8,21.1,29.4
CAS-BOT-BC38,-119.1093,34.9634,899.0,1990-07,0.00,17.0,25.4,33.7
CAS-BOT-BC38,-119.1093,34.9634,899.0,1990-08,0.06,14.6,23.0,31.4
CAS-BOT-BC38,-119.1093,34.9634,899.0,1990-09,3.53,13.3,21.1,29.0
CAS-BOT-BC38,-119.1093,34.9634,899.0,1990-10,0.02,10.8,18.8,26.8
CAS-BOT-BC38,-119.1093,34.9634,899.0,1990-11,9.39,4.7,10.8,16.8
CAS-BOT-BC38,-119.1093,34.9634,899.0,1990-12,6.17,-0.1,5.3,10.8
CAS-BOT-BC38,-119.1093,34.9634,899.0,1991-01,19.38,2.1,7.5,12.9
CAS-BOT-BC38,-119.1093,34.9634,899.0,1991-02,12.81,7.0,12.8,18.6
CAS-BOT-BC38,-119.1093,34.9634,899.0,1991-03,192.84,2.0,7.0,12.0
CAS-BOT-BC38,-119.1093,34.9634,899.0,1991-04,0.00,4.3,11.2,18.0
CAS-BOT-BC38,-119.1093,34.9634,899.0,1991-05,6.37,6.8,14.9,23.0
CAS-BOT-BC38,-119.1093,34.9634,899.0,1991-06,0.57,10.9,19.6,28.3
CAS-BOT-BC38,-119.1093,34.9634,899.0,1991-07,0.00,15.9,24.9,34.0
CAS-BOT-BC38,-119.1093,34.9634,899.0,1991-08,0.02,14.0,22.6,31.1
CAS-BOT-BC38,-119.1093,34.9634,899.0,1991-09,0.55,15.2,23.2,31.3
CAS-BOT-BC38,-119.1093,34.9634,899.0,1991-10,12.42,13.2,20.1,26.9
CAS-BOT-BC38,-119.1093,34.9634,899.0,1991-11,0.59,5.7,12.1,18.5
CAS-BOT-BC38,-119.1093,34.9634,899.0,1991-12,53.54,3.0,8.1,13.3
CAS-BOT-BC38,-119.1093,34.9634,899.0,1992-01,38.56,1.7,6.8,12.0
CAS-BOT-BC38,-119.1093,34.9634,899.0,1992-02,160.05,4.5,9.1,13.7
CAS-BOT-BC38,-119.1093,34.9634,899.0,1992-03,80.07,4.5,9.2,14.0
CAS-BOT-BC38,-119.1093,34.9634,899.0,1992-04,9.36,8.6,15.4,22.3
CAS-BOT-BC38,-119.1093,34.9634,899.0,1992-05,19.94,10.7,19.5,28.3
CAS-BOT-BC38,-119.1093,34.9634,899.0,1992-06,0.00,11.9,20.8,29.6
CAS-BOT-BC38,-119.1093,34.9634,899.0,1992-07,8.40,14.8,23.1,31.4
CAS-BOT-BC38,-119.1093,34.9634,899.0,1992-08,0.00,17.3,25.5,33.7
CAS-BOT-BC38,-119.1093,34.9634,899.0,1992-09,0.00,15.4,22.6,29.9
CAS-BOT-BC38,-119.1093,34.9634,899.0,1992-10,26.24,11.7,18.0,24.3
CAS-BOT-BC38,-119.1093,34.9634,899.0,1992-11,0.58,5.3,10.7,16.2
CAS-BOT-BC38,-119.1093,34.9634,899.0,1992-12,90.36,0.6,5.7,10.7
CAS-BOT-BC38,-119.1093,34.9634,899.0,1993-01,124.73,2.0,6.7,11.3
CAS-BOT-BC38,-119.1093,34.9634,899.0,1993-02,159.19,2.7,7.2,11.7
CAS-BOT-BC38,-119.1093,34.9634,899.0,1993-03,67.69,7.3,13.1,18.8
CAS-BOT-BC38,-119.1093,34.9634,899.0,1993-04,1.33,6.9,12.9,19.0
CAS-BOT-BC38,-119.1093,34.9634,899.0,1993-05,0.20,9.9,17.6,25.4
CAS-BOT-BC38,-119.1093,34.9634,899.0,1993-06,24.11,13.6,21.3,29.0
CAS-BOT-BC38,-119.1093,34.9634,899.0,1993-07,0.00,14.5,23.3,32.0
CAS-BOT-BC38,-119.1093,34.9634,899.0,1993-08,0.00,14.6,23.1,31.6
CAS-BOT-BC38,-119.1093,34.9634,899.0,1993-09,0.00,14.1,22.0,29.9
CAS-BOT-BC38,-119.1093,34.9634,899.0,1993-10,6.45,10.9,17.6,24.4
CAS-BOT-BC38,-119.1093,34.9634,899.0,1993-11,21.52,4.6,10.6,16.6
CAS-BOT-BC38,-119.1093,34.9634,899.0,1993-12,28.51,1.6,7.5,13.4
CAS-BOT-BC38,-119.1093,34.9634,899.0,1994-01,19.83,0.6,8.0,15.4
CAS-BOT-BC38,-119.1093,34.9634,899.0,1994-02,63.80,1.8,6.9,12.0
CAS-BOT-BC38,-119.1093,34.9634,899.0,1994-03,32.63,5.7,11.9,18.2
CAS-BOT-BC38,-119.1093,34.9634,899.0,1994-04,18.31,6.7,13.8,20.8
CAS-BOT-BC38,-119.1093,34.9634,899.0,1994-05,31.97,8.5,16.1,23.7
CAS-BOT-BC38,-119.1093,34.9634,899.0,1994-06,0.00,13.6,22.3,31.0
CAS-BOT-BC38,-119.1093,34.9634,899.0,1994-07,0.00,17.0,25.7,34.3
CAS-BOT-BC38,-119.1093,34.9634,899.0,1994-08,0.00,17.5,25.5,33.6
