"id","clim_year","clim_month","clim_date","elev_prism_m","ppt_mm","tmin","tave","tmax"
"UCSB2234",1969,6,196906,1718,0,3.9,13.5,23.1
"UCSB2234",1969,7,196907,1718,2.24,8.8,19.5,30.1
"UCSB2234",1969,8,196908,1718,0.28,9.4,20.8,32.1
"UCSB2234",1969,9,196909,1718,0,6.1,16.8,27.6
"UCSB2234",1969,10,196910,1718,0,-0.9,8.9,18.7
"UCSB2234",1969,11,196911,1718,37.7,-0.6,6.4,13.4
"UCSB2234",1969,12,196912,1718,5.93,-4,2.8,9.6
"UCSB2234",1970,1,197001,1718,59.56,-4.6,1.8,8.2
"UCSB2234",1970,2,197002,1718,68.81,-2.8,3.6,10.1
"UCSB2234",1970,3,197003,1718,133.26,-2.7,4.3,11.3
"UCSB2234",1970,4,197004,1718,2.58,-3.8,5.3,14.3
"UCSB2234",1970,5,197005,1718,1.03,2.1,12.2,22.3
"UCSB2234",1970,6,197006,1718,0.48,5.8,16.3,26.8
"UCSB2234",1970,7,197007,1718,0.33,10.2,21.1,32.1
"UCSB2234",1970,8,197008,1718,5.78,8.9,20.3,31.7
"UCSB2234",1970,9,197009,1718,0,4,15.3,26.6
"UCSB2234",1970,10,197010,1718,0,0.9,10.6,20.2
"UCSB2234",1970,11,197011,1718,133.68,-1.1,6,13.2
"UCSB2234",1970,12,197012,1718,143.17,-6.4,-0.6,5.1
"UCSB2234",1971,1,197101,1718,20.78,-5.1,1.9,8.9
"UCSB2234",1971,2,197102,1718,25.05,-4.2,2.9,9.9
"UCSB2234",1971,3,197103,1718,13.33,-4.3,3.5,11.3
"UCSB2234",1971,4,197104,1718,16.48,-3.5,5.2,13.9
"UCSB2234",1971,5,197105,1718,13.8,-0.7,8.6,17.9
"UCSB2234",1971,6,197106,1718,0,4.2,14.6,24.9
"UCSB2234",1971,7,197107,1718,0,9.2,20.1,31
"UCSB2234",1971,8,197108,1718,0,9.2,20.4,31.7
"UCSB2234",1971,9,197109,1718,1,5.4,16.1,26.8
"UCSB2234",1971,10,197110,1718,4.99,-0.6,9.4,19.3
"UCSB2234",1971,11,197111,1718,9.1,-3.2,4.7,12.6
"UCSB2234",1971,12,197112,1718,214.69,-8,-2.3,3.4
"UCSB2234",1972,1,197201,1718,2.12,-6.6,0.5,7.6
"UCSB2234",1972,2,197202,1718,5.93,-2.8,4.5,11.8
"UCSB2234",1972,3,197203,1718,0,-0.1,8.1,16.3
"UCSB2234",1972,4,197204,1718,5.06,-1.4,7.9,17.3
"UCSB2234",1972,5,197205,1718,0.25,2,12,21.9
"UCSB2234",1972,6,197206,1718,6.61,6.1,16.6,27.1
"UCSB2234",1972,7,197207,1718,0,9.5,20.6,31.7
"UCSB2234",1972,8,197208,1718,3.73,6.7,18.2,29.7
"UCSB2234",1972,9,197209,1718,2.26,3.4,14.1,24.8
"UCSB2234",1972,10,197210,1718,8.34,-0.4,8.9,18.2
"UCSB2234",1972,11,197211,1718,89.23,-3.6,3.3,10.3
"UCSB2234",1972,12,197212,1718,24.05,-6.9,-0.3,6.3
"UCSB2234",1973,1,197301,1718,129.99,-7.4,-0.8,5.8
"UCSB2234",1973,2,197302,1718,232.96,-4.2,1.4,7.1
"UCSB2234",1973,3,197303,1718,93.59,-5.8,0.6,6.9
"UCSB2234",1973,4,197304,1718,0,-1.5,7.2,15.9
"UCSB2234",1973,5,197305,1718,1.25,3.4,13.1,22.9
"UCSB2234",1973,6,197306,1718,0,6.7,17.5,28.2
"UCSB2234",1973,7,197307,1718,0,8.8,19.6,30.5
"UCSB2234",1973,8,197308,1718,0,7.8,18.8,29.7
"UCSB2234",1973,9,197309,1718,0,3.5,14.3,25.1
"UCSB2234",1973,10,197310,1718,8.51,1.2,11.2,21.3
"UCSB2234",1973,11,197311,1718,37.88,-3.6,3.6,10.8
"UCSB2234",1973,12,197312,1718,28.84,-3.9,2.5,8.8
"UCSB2234",1974,1,197401,1718,192.23,-6.8,-0.4,6
"UCSB2234",1974,2,197402,1718,0,-5.1,2.3,9.6
"UCSB2234",1974,3,197403,1718,68.33,-3.2,4,11.2
"UCSB2234",1974,4,197404,1718,14.35,-2.9,6.4,15.7
"UCSB2234",1974,5,197405,1718,2.71,1.8,11.7,21.6
"UCSB2234",1974,6,197406,1718,0,6.2,17.1,28
"UCSB2234",1974,7,197407,1718,6.19,7.9,18.9,29.9
"UCSB2234",1974,8,197408,1718,44,7.3,18.6,30
"UCSB2234",1974,9,197409,1718,0,7.7,18.4,29.1
"UCSB2234",1974,10,197410,1718,27.72,2.2,11.2,20.3
"UCSB2234",1974,11,197411,1718,4.89,-2,5.6,13.1
"UCSB2234",1974,12,197412,1718,134.17,-5.9,0.8,7.5
"UCSB2234",1975,1,197501,1718,0,-4.8,2.4,9.6
"UCSB2234",1975,2,197502,1718,75.01,-5.4,1,7.4
"UCSB2234",1975,3,197503,1718,122.28,-4.7,1.9,8.5
"UCSB2234",1975,4,197504,1718,39.02,-5.1,3.1,11.2
"UCSB2234",1975,5,197505,1718,1.94,1.6,11.3,21.1
"UCSB2234",1975,6,197506,1718,0.64,4.3,15.2,26.1
"UCSB2234",1975,7,197507,1718,0,7.7,18.7,29.7
"UCSB2234",1975,8,197508,1718,0,6.4,17.8,29.2
"UCSB2234",1975,9,197509,1718,28.02,7.2,17.7,28.2
"UCSB2234",1975,10,197510,1718,4.87,0.2,10,19.8
"UCSB2234",1975,11,197511,1718,2.93,-3.1,4.7,12.4
"UCSB2234",1975,12,197512,1718,3.2,-3.6,3.4,10.4
"UCSB2234",1976,1,197601,1718,0,-4.9,3.5,11.9
"UCSB2234",1976,2,197602,1718,138.76,-3.6,2.6,8.8
"UCSB2234",1976,3,197603,1718,29.95,-4.3,3.2,10.8
"UCSB2234",1976,4,197604,1718,31.51,-3.6,5.2,14
"UCSB2234",1976,5,197605,1718,0.93,3.7,13.2,22.7
"UCSB2234",1976,6,197606,1718,3.42,5,15.6,26.3
"UCSB2234",1976,7,197607,1718,0.95,8,19,30
"UCSB2234",1976,8,197608,1718,0,4.2,15.3,26.5
"UCSB2234",1976,9,197609,1718,104.43,4.7,14.3,23.9
"UCSB2234",1976,10,197610,1718,9.85,2.8,12,21.1
"UCSB2234",1976,11,197611,1718,11.68,1,8.3,15.6
"UCSB2234",1976,12,197612,1718,8.66,-3.8,3.6,11
"UCSB2234",1977,1,197701,1718,110.71,-5,1,7
"UCSB2234",1977,2,197702,1718,4.33,-1.5,5.7,12.8
"UCSB2234",1977,3,197703,1718,43.23,-6,1.7,9.3
"UCSB2234",1977,4,197704,1718,0,0.3,9.5,18.6
"UCSB2234",1977,5,197705,1718,65.51,-1.6,7,15.7
"UCSB2234",1977,6,197706,1718,0.84,6.7,17.1,27.4
"UCSB2234",1977,7,197707,1718,0,8.4,19.4,30.4
"UCSB2234",1977,8,197708,1718,26.84,8.2,19.2,30.1
"UCSB2234",1977,9,197709,1718,0,3.8,14.6,25.3
"UCSB2234",1977,10,197710,1718,0.84,3,12.8,22.7
"UCSB2234",1977,11,197711,1718,6.02,-1,6.9,14.8
"UCSB2234",1977,12,197712,1718,125.97,-1.4,5,11.4
"UCSB2234",1978,1,197801,1718,187.62,-3.7,2,7.7
"UCSB2234",1978,2,197802,1718,256.66,-3.5,2.5,8.5
"UCSB2234",1978,3,197803,1718,267.82,-0.9,5.5,11.9
"UCSB2234",1978,4,197804,1718,101.16,-2.5,5.4,13.4
"UCSB2234",1978,5,197805,1718,2.56,1.8,11.5,21.3
"UCSB2234",1978,6,197806,1718,0,5.6,16.3,26.9
"UCSB2234",1978,7,197807,1718,0,8.2,19.2,30.3
"UCSB2234",1978,8,197808,1718,33.68,6.9,18.2,29.4
"UCSB2234",1978,9,197809,1718,38.11,4.1,14.3,24.4
"UCSB2234",1978,10,197810,1718,0,5.3,14.9,24.5
"UCSB2234",1978,11,197811,1718,47.29,-3.7,3.3,10.4
"UCSB2234",1978,12,197812,1718,49.78,-7.4,-0.4,6.7
"UCSB2234",1979,1,197901,1718,120.48,-6.5,-0.5,5.6
"UCSB2234",1979,2,197902,1718,129.9,-5.4,0.7,6.8
"UCSB2234",1979,3,197903,1718,140.04,-3.3,3.5,10.4
"UCSB2234",1979,4,197904,1718,0,-2,7.1,16.3
"UCSB2234",1979,5,197905,1718,1.66,2.3,12.3,22.3
"UCSB2234",1979,6,197906,1718,0,6.5,17.3,28
"UCSB2234",1979,7,197907,1718,4.86,7.7,19.1,30.5
"UCSB2234",1979,8,197908,1718,28.56,6.9,17.8,28.7
"UCSB2234",1979,9,197909,1718,4.16,6.6,17.9,29.1
"UCSB2234",1979,10,197910,1718,14.37,2.3,11.4,20.5
"UCSB2234",1979,11,197911,1718,16.99,-2.4,4.3,10.9
"UCSB2234",1979,12,197912,1718,43.46,-2.7,4.1,10.9
"UCSB2234",1980,1,198001,1718,178.65,-2.8,2.8,8.4
"UCSB2234",1980,2,198002,1718,289.13,-1.7,4.1,9.9
"UCSB2234",1980,3,198003,1718,87.77,-4.2,2.7,9.6
"UCSB2234",1980,4,198004,1718,13.44,-0.6,7.9,16.5
"UCSB2234",1980,5,198005,1718,3.7,-0.3,8.6,17.5
"UCSB2234",1980,6,198006,1718,0,3.7,14,24.2
"UCSB2234",1980,7,198007,1718,0,9.7,20.3,30.8
"UCSB2234",1980,8,198008,1718,0.41,7.3,18.1,29
"UCSB2234",1980,9,198009,1718,0.88,5.1,15.6,26
"UCSB2234",1980,10,198010,1718,0,4.1,13.6,23.1
"UCSB2234",1980,11,198011,1718,0,-0.1,7.6,15.2
"UCSB2234",1980,12,198012,1718,23.55,-3.2,4.8,12.8
"CAS-BOT-BC38",1966,1,196601,1342,51.6,-2.8,2.7,8.2
"CAS-BOT-BC38",1966,2,196602,1342,25.67,-2.9,2.3,7.5
"CAS-BOT-BC38",1966,3,196603,1342,3.08,1.2,7.5,13.8
"CAS-BOT-BC38",1966,4,196604,1342,0,5.2,14.2,23.3
"CAS-BOT-BC38",1966,5,196605,1342,0.52,7.2,16.6,26.1
"CAS-BOT-BC38",1966,6,196606,1342,0,9,19.2,29.5
"CAS-BOT-BC38",1966,7,196607,1342,0,12.5,22.4,32.3
"CAS-BOT-BC38",1966,8,196608,1342,0,13.9,24.5,35.1
"CAS-BOT-BC38",1966,9,196609,1342,2.11,8.6,18.5,28.5
"CAS-BOT-BC38",1966,10,196610,1342,1.72,6.4,15.6,24.7
"CAS-BOT-BC38",1966,11,196611,1342,59.14,3.1,8.7,14.2
"CAS-BOT-BC38",1966,12,196612,1342,101.23,0,5.1,10.1
"CAS-BOT-BC38",1967,1,196701,1342,77.39,-0.9,5.1,11.1
"CAS-BOT-BC38",1967,2,196702,1342,6.53,0.2,6.4,12.6
"CAS-BOT-BC38",1967,3,196703,1342,21.97,-0.3,5.8,11.9
"CAS-BOT-BC38",1967,4,196704,1342,169.26,-3.4,4.1,11.6
"CAS-BOT-BC38",1967,5,196705,1342,1.53,4.9,14.5,24.1
"CAS-BOT-BC38",1967,6,196706,1342,0.84,6,16.9,27.7
"CAS-BOT-BC38",1967,7,196707,1342,0,14.5,25,35.5
"CAS-BOT-BC38",1967,8,196708,1342,0,14.8,25.8,36.9
"CAS-BOT-BC38",1967,9,196709,1342,6.13,10.4,20.5,30.5
"CAS-BOT-BC38",1967,10,196710,1342,0,6.7,16.1,25.6
"CAS-BOT-BC38",1967,11,196711,1342,69.86,4.5,10.6,16.7
"CAS-BOT-BC38",1967,12,196712,1342,21.11,-3.9,1.5,7
"CAS-BOT-BC38",1968,1,196801,1342,16.38,-2.1,3.7,9.5
"CAS-BOT-BC38",1968,2,196802,1342,23.2,2.1,7.3,12.4
"CAS-BOT-BC38",1968,3,196803,1342,54.12,0.1,6.3,12.6
"CAS-BOT-BC38",1968,4,196804,1342,31.46,1.5,11.3,21
"CAS-BOT-BC38",1968,5,196805,1342,0,3.8,14,24.1
"CAS-BOT-BC38",1968,6,196806,1342,0,9.3,20.1,30.9
"CAS-BOT-BC38",1968,7,196807,1342,0,13.1,23.6,34.1
"CAS-BOT-BC38",1968,8,196808,1342,0,9.6,20.5,31.4
"CAS-BOT-BC38",1968,9,196809,1342,0,9.6,20,30.4
"CAS-BOT-BC38",1968,10,196810,1342,31.95,5.9,14.6,23.3
"CAS-BOT-BC38",1968,11,196811,1342,15.83,1.1,7.3,13.5
"CAS-BOT-BC38",1968,12,196812,1342,31.15,-3,2.4,7.7
"CAS-BOT-BC38",1969,1,196901,1342,380.08,0,5.1,10.3
"CAS-BOT-BC38",1969,2,196902,1342,169.51,-2.3,2.5,7.2
"CAS-BOT-BC38",1969,3,196903,1342,25.95,-0.1,5.9,11.8
"CAS-BOT-BC38",1969,4,196904,1342,55.69,1.8,10,18.1
"CAS-BOT-BC38",1969,5,196905,1342,0.29,6.7,16,25.3
"CAS-BOT-BC38",1969,6,196906,1342,0,7.8,17.4,27
"CAS-BOT-BC38",1969,7,196907,1342,0,13.1,23.6,34
"CAS-BOT-BC38",1969,8,196908,1342,0,13.9,24.8,35.7
"CAS-BOT-BC38",1969,9,196909,1342,0,10.8,21.1,31.5
"CAS-BOT-BC38",1969,10,196910,1342,0,3.1,12.5,21.9
"CAS-BOT-BC38",1969,11,196911,1342,22.21,2.7,9.1,15.5
"CAS-BOT-BC38",1969,12,196912,1342,8.28,-0.6,5.6,11.8
"CAS-BOT-BC38",1970,1,197001,1342,50,-0.4,4.9,10.3
"CAS-BOT-BC38",1970,2,197002,1342,39.84,0.8,6.5,12.1
"CAS-BOT-BC38",1970,3,197003,1342,66.87,0.7,6.6,12.5
"CAS-BOT-BC38",1970,4,197004,1342,0.34,-0.6,8.4,17.5
"CAS-BOT-BC38",1970,5,197005,1342,0,5.6,15.8,25.9
"CAS-BOT-BC38",1970,6,197006,1342,0,9.6,19.9,30.3
"CAS-BOT-BC38",1970,7,197007,1342,0,14.6,24.9,35.3
"CAS-BOT-BC38",1970,8,197008,1342,0,13.6,24.2,34.8
"CAS-BOT-BC38",1970,9,197009,1342,0,8.4,19.2,30
"CAS-BOT-BC38",1970,10,197010,1342,0.06,5,14.5,24.1
"CAS-BOT-BC38",1970,11,197011,1342,91.35,2.7,9,15.3
"CAS-BOT-BC38",1970,12,197012,1342,73.19,-2.3,2.5,7.4
"CAS-BOT-BC38",1971,1,197101,1342,16.14,-1.3,4.6,10.6
"CAS-BOT-BC38",1971,2,197102,1342,16.08,-1.1,5.5,12
"CAS-BOT-BC38",1971,3,197103,1342,8.64,-0.9,5.9,12.6
"CAS-BOT-BC38",1971,4,197104,1342,17.94,-0.3,8.7,17.8
"CAS-BOT-BC38",1971,5,197105,1342,18.85,2.9,12.1,21.3
"CAS-BOT-BC38",1971,6,197106,1342,0,8,18.1,28.1
"CAS-BOT-BC38",1971,7,197107,1342,0,13.6,23.9,34.2
"CAS-BOT-BC38",1971,8,197108,1342,0,13.8,24.4,35
"CAS-BOT-BC38",1971,9,197109,1342,0,10.1,19.9,29.7
"CAS-BOT-BC38",1971,10,197110,1342,3.87,3.4,13.1,22.7
"CAS-BOT-BC38",1971,11,197111,1342,6.79,0.5,7.4,14.3
"CAS-BOT-BC38",1971,12,197112,1342,143.85,-3.9,0.8,5.6
"CAS-BOT-BC38",1972,1,197201,1342,2.29,-3.1,3.1,9.3
"CAS-BOT-BC38",1972,2,197202,1342,3.43,0.6,7.1,13.7
"CAS-BOT-BC38",1972,3,197203,1342,0,3.1,10.3,17.5
"CAS-BOT-BC38",1972,4,197204,1342,5.39,1.8,11.1,20.5
"CAS-BOT-BC38",1972,5,197205,1342,0.07,5.3,15.6,25.9
"CAS-BOT-BC38",1972,6,197206,1342,0,9.9,20.3,30.7
"CAS-BOT-BC38",1972,7,197207,1342,0,13.8,24.1,34.4
"CAS-BOT-BC38",1972,8,197208,1342,0,11.4,22.5,33.8
"CAS-BOT-BC38",1972,9,197209,1342,0,8.2,18.3,28.4
"CAS-BOT-BC38",1972,10,197210,1342,9.76,3.8,12.8,21.9
"CAS-BOT-BC38",1972,11,197211,1342,86.24,0.4,6,11.5
"CAS-BOT-BC38",1972,12,197212,1342,20.36,-3.3,2.5,8.4
"CAS-BOT-BC38",1973,1,197301,1342,107.04,-3.3,2.2,7.7
"CAS-BOT-BC38",1973,2,197302,1342,132.14,-0.4,4.5,9.3
"CAS-BOT-BC38",1973,3,197303,1342,59.59,-2.1,3,8.1
"CAS-BOT-BC38",1973,4,197304,1342,0,2,10.9,19.9
"CAS-BOT-BC38",1973,5,197305,1342,0,7.1,17,27
"CAS-BOT-BC38",1973,6,197306,1342,0,10.5,20.9,31.4
"CAS-BOT-BC38",1973,7,197307,1342,0,12.9,23.5,34
"CAS-BOT-BC38",1973,8,197308,1342,0,12.5,22.9,33.2
"CAS-BOT-BC38",1973,9,197309,1342,0,8.4,18.6,28.7
"CAS-BOT-BC38",1973,10,197310,1342,5.75,5.3,14.6,23.8
"CAS-BOT-BC38",1973,11,197311,1342,31.77,0.2,6.4,12.6
"CAS-BOT-BC38",1973,12,197312,1342,20.34,0.1,5.5,10.8
"CAS-BOT-BC38",1974,1,197401,1342,134.64,-2.7,2.8,8.2
"CAS-BOT-BC38",1974,2,197402,1342,0.13,-1.8,4.7,11.2
"CAS-BOT-BC38",1974,3,197403,1342,67.84,0.4,6.4,12.5
"CAS-BOT-BC38",1974,4,197404,1342,16.59,0.7,9.7,18.6
"CAS-BOT-BC38",1974,5,197405,1342,0.04,5.2,15.2,25.2
"CAS-BOT-BC38",1974,6,197406,1342,0,10.2,20.3,30.3
"CAS-BOT-BC38",1974,7,197407,1342,0.01,12.3,22.7,33
"CAS-BOT-BC38",1974,8,197408,1342,0.01,12.3,23,33.7
"CAS-BOT-BC38",1974,9,197409,1342,0,12.8,22.4,32
"CAS-BOT-BC38",1974,10,197410,1342,22.31,6.4,15.1,23.8
"CAS-BOT-BC38",1974,11,197411,1342,4.56,2.1,8.4,14.6
"CAS-BOT-BC38",1974,12,197412,1342,96.82,-2.2,3.7,9.7
"CAS-BOT-BC38",1975,1,197501,1342,0,-1.3,5,11.2
"CAS-BOT-BC38",1975,2,197502,1342,63.3,-1.5,3.9,9.2
"CAS-BOT-BC38",1975,3,197503,1342,79.82,-1.1,4.4,9.9
"CAS-BOT-BC38",1975,4,197504,1342,40.42,-1.6,6.8,15.1
"CAS-BOT-BC38",1975,5,197505,1342,0,5.2,15.2,25.2
"CAS-BOT-BC38",1975,6,197506,1342,0,8.8,19.6,30.4
"CAS-BOT-BC38",1975,7,197507,1342,0,12.2,22.5,32.8
"CAS-BOT-BC38",1975,8,197508,1342,0,11.2,21.9,32.6
"CAS-BOT-BC38",1975,9,197509,1342,0,12.1,21.8,31.5
"CAS-BOT-BC38",1975,10,197510,1342,5.32,4.3,13.5,22.7
"CAS-BOT-BC38",1975,11,197511,1342,6.21,0.5,7.3,14.1
"CAS-BOT-BC38",1975,12,197512,1342,4.66,-0.3,6.2,12.6
"CAS-BOT-BC38",1976,1,197601,1342,0,-3.5,5.1,13.7
"CAS-BOT-BC38",1976,2,197602,1342,111.51,0,5.3,10.6
"CAS-BOT-BC38",1976,3,197603,1342,22.38,-0.7,5.4,11.5
"CAS-BOT-BC38",1976,4,197604,1342,29.69,-0.3,8.4,17.1
"CAS-BOT-BC38",1976,5,197605,1342,0.35,7.2,16.8,26.4
"CAS-BOT-BC38",1976,6,197606,1342,2.21,8.6,19.2,29.7
"CAS-BOT-BC38",1976,7,197607,1342,0,12.4,22.7,33.1
"CAS-BOT-BC38",1976,8,197608,1342,0.68,9.1,19.3,29.4
"CAS-BOT-BC38",1976,9,197609,1342,132.37,9.5,18.4,27.3
"CAS-BOT-BC38",1976,10,197610,1342,12.52,7,15.4,23.9
"CAS-BOT-BC38",1976,11,197611,1342,13.52,4.9,11.2,17.4
"CAS-BOT-BC38",1976,12,197612,1342,8.52,-0.4,6.4,13.3
"CAS-BOT-BC38",1977,1,197701,1342,83.48,-1.1,3.9,8.8
"CAS-BOT-BC38",1977,2,197702,1342,3.08,1.5,8,14.4
"CAS-BOT-BC38",1977,3,197703,1342,43.69,-2.6,3.9,10.3
"CAS-BOT-BC38",1977,4,197704,1342,0,3.7,12.9,22.2
"CAS-BOT-BC38",1977,5,197705,1342,64.23,1.8,10.5,19.3
"CAS-BOT-BC38",1977,6,197706,1342,0,10.9,21.1,31.4
"CAS-BOT-BC38",1977,7,197707,1342,0,12.6,23.2,33.7
"CAS-BOT-BC38",1977,8,197708,1342,11.26,13.1,23.4,33.6
"CAS-BOT-BC38",1977,9,197709,1342,0,8.7,18.8,29
"CAS-BOT-BC38",1977,10,197710,1342,0,7.1,16.1,25
"CAS-BOT-BC38",1977,11,197711,1342,4.53,2.6,9.4,16.3
"CAS-BOT-BC38",1977,12,197712,1342,66.14,2.4,8,13.7
"CAS-BOT-BC38",1978,1,197801,1342,121.87,0.3,5.1,9.9
"CAS-BOT-BC38",1978,2,197802,1342,176.42,0,5.1,10.3
"CAS-BOT-BC38",1978,3,197803,1342,194.97,2.9,8,13.1
"CAS-BOT-BC38",1978,4,197804,1342,103.04,1,8.9,16.9
"CAS-BOT-BC38",1978,5,197805,1342,0.11,5.1,14.8,24.5
"CAS-BOT-BC38",1978,6,197806,1342,0,9.2,19.6,29.9
"CAS-BOT-BC38",1978,7,197807,1342,0,12.6,23.1,33.6
"CAS-BOT-BC38",1978,8,197808,1342,0,11.8,22.6,33.5
"CAS-BOT-BC38",1978,9,197809,1342,40.33,8.7,17.9,27.1
"CAS-BOT-BC38",1978,10,197810,1342,0,9.1,18.4,27.7
"CAS-BOT-BC38",1978,11,197811,1342,34.08,0,6.1,12.2
"CAS-BOT-BC38",1978,12,197812,1342,31.17,-3.7,2.8,9.4
"CAS-BOT-BC38",1979,1,197901,1342,98.81,-1.3,3.8,9
"CAS-BOT-BC38",1979,2,197902,1342,92.89,-1.7,3.4,8.5
"CAS-BOT-BC38",1979,3,197903,1342,123.79,0.6,6,11.5
"CAS-BOT-BC38",1979,4,197904,1342,0,1.5,10.5,19.5
"CAS-BOT-BC38",1979,5,197905,1342,0.25,5.9,16.2,26.4
"CAS-BOT-BC38",1979,6,197906,1342,0,10.4,21,31.5
"CAS-BOT-BC38",1979,7,197907,1342,0,12.1,22.7,33.3
"CAS-BOT-BC38",1979,8,197908,1342,0,12.1,22.3,32.5
"CAS-BOT-BC38",1979,9,197909,1342,8.16,10.2,20.8,31.5
"CAS-BOT-BC38",1979,10,197910,1342,16.62,6.5,15.6,24.6
"CAS-BOT-BC38",1979,11,197911,1342,14.81,1.3,7.2,13.2
"CAS-BOT-BC38",1979,12,197912,1342,35.49,1.4,7.1,12.8
"CAS-BOT-BC38",1980,1,198001,1342,110.48,1.2,5.8,10.4
"CAS-BOT-BC38",1980,2,198002,1342,170.51,1.9,6.9,11.8
"CAS-BOT-BC38",1980,3,198003,1342,62.72,-0.5,5,10.5
"CAS-BOT-BC38",1980,4,198004,1342,23.03,2.8,11.5,20.2
"CAS-BOT-BC38",1980,5,198005,1342,4.9,3.1,12.8,22.5
"CAS-BOT-BC38",1980,6,198006,1342,0,7.4,17.5,27.7
"CAS-BOT-BC38",1980,7,198007,1342,0.12,14.2,24,33.7
"CAS-BOT-BC38",1980,8,198008,1342,0,12.1,22.6,33.1
"CAS-BOT-BC38",1980,9,198009,1342,0,10.1,19.8,29.5
"CAS-BOT-BC38",1980,10,198010,1342,0,8.6,17.9,27.2
"CAS-BOT-BC38",1980,11,198011,1342,0,4,10.5,17.1
"CAS-BOT-BC38",1980,12,198012,1342,11.01,0.5,8.1,15.6
"CAS-BOT-BC38",1966,1,196601,737,17.66,1,7.1,13.1
"CAS-BOT-BC38",1966,2,196602,737,19.12,1.3,6.9,12.5
"CAS-BOT-BC38",1966,3,196603,737,1.77,4.2,11.1,18.1
"CAS-BOT-BC38",1966,4,196604,737,0,7.7,16.1,24.6
"CAS-BOT-BC38",1966,5,196605,737,0,10.8,19.1,27.5
"CAS-BOT-BC38",1966,6,196606,737,1.22,13.1,21.8,30.5
"CAS-BOT-BC38",1966,7,196607,737,2.68,15.6,24.4,33.2
"CAS-BOT-BC38",1966,8,196608,737,0,17.4,26.3,35.2
"CAS-BOT-BC38",1966,9,196609,737,8.71,12.6,20.9,29.2
"CAS-BOT-BC38",1966,10,196610,737,0,9.5,17.3,25.2
"CAS-BOT-BC38",1966,11,196611,737,29.69,6.8,12.8,18.9
"CAS-BOT-BC38",1966,12,196612,737,78.97,4,7.7,11.4
"CAS-BOT-BC38",1967,1,196701,737,30.32,1.5,7.7,13.9
"CAS-BOT-BC38",1967,2,196702,737,5.84,2.4,7.8,13.2
"CAS-BOT-BC38",1967,3,196703,737,46,4.5,10.4,16.4
"CAS-BOT-BC38",1967,4,196704,737,76.06,2.5,7.8,13
"CAS-BOT-BC38",1967,5,196705,737,3.43,9.7,17.6,25.5
"CAS-BOT-BC38",1967,6,196706,737,4.44,12.1,20.4,28.6
"CAS-BOT-BC38",1967,7,196707,737,0,19.2,28.1,37
"CAS-BOT-BC38",1967,8,196708,737,0,18.9,27.8,36.8
"CAS-BOT-BC38",1967,9,196709,737,16.27,16.3,23.9,31.5
"CAS-BOT-BC38",1967,10,196710,737,0,10.3,18,25.8
"CAS-BOT-BC38",1967,11,196711,737,51.02,8.4,14,19.6
"CAS-BOT-BC38",1967,12,196712,737,24.29,0.3,6.1,11.9
"CAS-BOT-BC38",1968,1,196801,737,13.44,0.8,7.2,13.5
"CAS-BOT-BC38",1968,2,196802,737,17.88,6.9,11.5,16
"CAS-BOT-BC38",1968,3,196803,737,31.97,5.3,11.7,18.1
"CAS-BOT-BC38",1968,4,196804,737,14.03,6.3,14.3,22.3
"CAS-BOT-BC38",1968,5,196805,737,1.31,8.7,17.1,25.5
"CAS-BOT-BC38",1968,6,196806,737,0,13.4,22.7,32
"CAS-BOT-BC38",1968,7,196807,737,0,17.5,26.4,35.2
"CAS-BOT-BC38",1968,8,196808,737,0,15.2,23.4,31.6
"CAS-BOT-BC38",1968,9,196809,737,0,13.9,22.4,30.9
"CAS-BOT-BC38",1968,10,196810,737,45.52,9.9,16.7,23.5
"CAS-BOT-BC38",1968,11,196811,737,24.66,6.1,11,16
"CAS-BOT-BC38",1968,12,196812,737,47.31,1.1,6.7,12.3
"CAS-BOT-BC38",1969,1,196901,737,140.35,4.1,8,12
"CAS-BOT-BC38",1969,2,196902,737,133.48,3.3,7.5,11.6
"CAS-BOT-BC38",1969,3,196903,737,18.05,3.5,9.9,16.3
"CAS-BOT-BC38",1969,4,196904,737,35.91,5.6,12.7,19.9
"CAS-BOT-BC38",1969,5,196905,737,0.26,9.6,18,26.5
"CAS-BOT-BC38",1969,6,196906,737,0,12.7,20.2,27.8
"CAS-BOT-BC38",1969,7,196907,737,0,16.9,25.7,34.5
"CAS-BOT-BC38",1969,8,196908,737,0,16.4,25.8,35.1
"CAS-BOT-BC38",1969,9,196909,737,2.54,14.7,23.1,31.6
"CAS-BOT-BC38",1969,10,196910,737,4.3,7.7,14.9,22.1
"CAS-BOT-BC38",1969,11,196911,737,15.01,4.5,11.8,19.1
"CAS-BOT-BC38",1969,12,196912,737,12,2.5,9.1,15.7
"CAS-BOT-BC38",1970,1,197001,737,33.39,4.5,10.2,15.8
"CAS-BOT-BC38",1970,2,197002,737,18.38,4.1,9.8,15.6
"CAS-BOT-BC38",1970,3,197003,737,55.98,4.8,10.8,16.9
"CAS-BOT-BC38",1970,4,197004,737,2.65,3.2,11.1,19
"CAS-BOT-BC38",1970,5,197005,737,0,9.3,18,26.8
"CAS-BOT-BC38",1970,6,197006,737,0,13.6,22,30.3
"CAS-BOT-BC38",1970,7,197007,737,0,17.8,26.5,35.2
"CAS-BOT-BC38",1970,8,197008,737,0,17,25.5,34
